4, https://api.travis-ci.org/v3/job/401000019/log.txt
4, https://api.travis-ci.org/v3/job/401000107/log.txt
4, https://api.travis-ci.org/v3/job/401000327/log.txt
4, https://api.travis-ci.org/v3/job/401000342/log.txt
4, https://api.travis-ci.org/v3/job/401000402/log.txt
4, https://api.travis-ci.org/v3/job/401000560/log.txt
6, https://api.travis-ci.org/v3/job/401000653/log.txt
6, https://api.travis-ci.org/v3/job/401000957/log.txt
6, https://api.travis-ci.org/v3/job/401000958/log.txt
5, https://api.travis-ci.org/v3/job/401000959/log.txt
4, https://api.travis-ci.org/v3/job/401000962/log.txt
4, https://api.travis-ci.org/v3/job/401001004/log.txt
4, https://api.travis-ci.org/v3/job/401001021/log.txt
4, https://api.travis-ci.org/v3/job/401001103/log.txt
4, https://api.travis-ci.org/v3/job/401001125/log.txt
4, https://api.travis-ci.org/v3/job/401001141/log.txt
4, https://api.travis-ci.org/v3/job/401001372/log.txt
4, https://api.travis-ci.org/v3/job/401001374/log.txt
4, https://api.travis-ci.org/v3/job/401001873/log.txt
4, https://api.travis-ci.org/v3/job/401001961/log.txt
4, https://api.travis-ci.org/v3/job/401002186/log.txt
4, https://api.travis-ci.org/v3/job/401002187/log.txt
4, https://api.travis-ci.org/v3/job/401002220/log.txt
4, https://api.travis-ci.org/v3/job/401002221/log.txt
4, https://api.travis-ci.org/v3/job/401002360/log.txt
6, https://api.travis-ci.org/v3/job/401002477/log.txt
6, https://api.travis-ci.org/v3/job/401002478/log.txt
6, https://api.travis-ci.org/v3/job/401002479/log.txt
6, https://api.travis-ci.org/v3/job/401002522/log.txt
4, https://api.travis-ci.org/v3/job/401002635/log.txt
5, https://api.travis-ci.org/v3/job/401002884/log.txt
5, https://api.travis-ci.org/v3/job/401002885/log.txt
4, https://api.travis-ci.org/v3/job/401002932/log.txt
4, https://api.travis-ci.org/v3/job/401003421/log.txt
4, https://api.travis-ci.org/v3/job/401003560/log.txt
4, https://api.travis-ci.org/v3/job/401003562/log.txt
6, https://api.travis-ci.org/v3/job/401003732/log.txt
4, https://api.travis-ci.org/v3/job/401004044/log.txt
4, https://api.travis-ci.org/v3/job/401004046/log.txt
5, https://api.travis-ci.org/v3/job/401004237/log.txt
4, https://api.travis-ci.org/v3/job/401004278/log.txt
6, https://api.travis-ci.org/v3/job/401004304/log.txt
6, https://api.travis-ci.org/v3/job/401004370/log.txt
5, https://api.travis-ci.org/v3/job/401004544/log.txt
5, https://api.travis-ci.org/v3/job/401004545/log.txt
5, https://api.travis-ci.org/v3/job/401004546/log.txt
